datetime,Open,High,Low,Close,Volume
2025-03-02 08:09:00+00:00,85972.0,85972.0,85819.0,85850.0,1.60586036
2025-03-02 08:10:00+00:00,85839.0,85926.0,85839.0,85921.0,0.34848124
2025-03-02 08:11:00+00:00,85899.0,85914.0,85899.0,85914.0,0.12893045
2025-03-02 08:12:00+00:00,85913.0,85913.0,85797.0,85797.0,0.27703124
2025-03-02 08:13:00+00:00,85791.0,85796.0,85719.0,85719.0,1.106425
2025-03-02 08:14:00+00:00,85719.0,85760.0,85719.0,85721.0,0.24782471
2025-03-02 08:15:00+00:00,85728.0,85728.0,85684.0,85700.0,0.29464481
2025-03-02 08:16:00+00:00,85700.0,85724.0,85700.0,85721.0,0.42985717
2025-03-02 08:17:00+00:00,85721.0,85787.0,85721.0,85758.0,0.16916992
2025-03-02 08:18:00+00:00,85738.0,85764.0,85738.0,85764.0,0.05249178
2025-03-02 08:19:00+00:00,85768.0,85768.0,85730.0,85747.0,2.48494311
2025-03-02 08:20:00+00:00,85747.0,85781.0,85747.0,85781.0,0.27705956
2025-03-02 08:21:00+00:00,85780.0,85780.0,85777.0,85777.0,0.03477
2025-03-02 08:22:00+00:00,85777.0,85823.0,85777.0,85823.0,0.68412938
2025-03-02 08:23:00+00:00,85807.0,85822.0,85781.0,85817.0,0.15385608
2025-03-02 08:24:00+00:00,85821.0,85824.0,85821.0,85824.0,0.00914042
2025-03-02 08:25:00+00:00,85842.0,85842.0,85798.0,85798.0,0.24989926
2025-03-02 08:26:00+00:00,85785.0,85821.0,85785.0,85821.0,0.17689292
2025-03-02 08:27:00+00:00,85826.0,85849.0,85825.0,85825.0,0.13996814
2025-03-02 08:28:00+00:00,85825.0,85825.0,85825.0,85825.0,0.0
2025-03-02 08:29:00+00:00,85807.0,85807.0,85700.0,85715.0,0.84759277
2025-03-02 08:30:00+00:00,85713.0,85741.0,85713.0,85741.0,0.01165265
2025-03-02 08:31:00+00:00,85741.0,85784.0,85741.0,85776.0,0.87901867
2025-03-02 08:32:00+00:00,85778.0,85778.0,85723.0,85728.0,0.14428281
2025-03-02 08:33:00+00:00,85734.0,85739.0,85715.0,85727.0,0.35608382
2025-03-02 08:34:00+00:00,85727.0,85745.0,85727.0,85739.0,0.03958273
2025-03-02 08:35:00+00:00,85760.0,85760.0,85721.0,85728.0,0.10362791
2025-03-02 08:36:00+00:00,85730.0,85753.0,85730.0,85747.0,0.47233656
2025-03-02 08:37:00+00:00,85760.0,85793.0,85742.0,85751.0,0.07147592
2025-03-02 08:38:00+00:00,85744.0,85744.0,85744.0,85744.0,0.10114098
2025-03-02 08:39:00+00:00,85750.0,85750.0,85742.0,85742.0,0.07445892
2025-03-02 08:40:00+00:00,85719.0,85739.0,85719.0,85739.0,0.15746079
2025-03-02 08:41:00+00:00,85741.0,85741.0,85739.0,85740.0,0.01495963
2025-03-02 08:42:00+00:00,85740.0,85740.0,85740.0,85740.0,0.00344261
2025-03-02 08:43:00+00:00,85739.0,85740.0,85739.0,85740.0,0.02474523
2025-03-02 08:44:00+00:00,85740.0,85813.0,85740.0,85813.0,0.08752146
2025-03-02 08:45:00+00:00,85818.0,85819.0,85818.0,85819.0,0.00658337
2025-03-02 08:46:00+00:00,85868.0,85868.0,85844.0,85844.0,0.11533044
2025-03-02 08:47:00+00:00,85826.0,85843.0,85826.0,85843.0,0.29989413
2025-03-02 08:48:00+00:00,85842.0,85870.0,85842.0,85862.0,0.44967643
2025-03-02 08:49:00+00:00,85870.0,85896.0,85870.0,85896.0,0.01712291
2025-03-02 08:50:00+00:00,85896.0,85896.0,85896.0,85896.0,0.0
2025-03-02 08:51:00+00:00,85898.0,85933.0,85898.0,85933.0,1.87984425
2025-03-02 08:52:00+00:00,85898.0,85898.0,85882.0,85882.0,0.07479966
2025-03-02 08:53:00+00:00,85857.0,85903.0,85857.0,85899.0,0.1540503
2025-03-02 08:54:00+00:00,85888.0,85888.0,85888.0,85888.0,0.10834627
2025-03-02 08:55:00+00:00,85888.0,85888.0,85888.0,85888.0,0.0
2025-03-02 08:56:00+00:00,85894.0,85894.0,85798.0,85798.0,0.26084844
2025-03-02 08:57:00+00:00,85798.0,85798.0,85691.0,85697.0,0.6575657
2025-03-02 08:58:00+00:00,85697.0,85760.0,85697.0,85760.0,0.06433662
2025-03-02 08:59:00+00:00,85759.0,85759.0,85719.0,85719.0,0.04726226
2025-03-02 09:00:00+00:00,85719.0,85736.0,85712.0,85736.0,0.05018212
2025-03-02 09:01:00+00:00,85760.0,85781.0,85721.0,85721.0,0.09588854
2025-03-02 09:02:00+00:00,85726.0,85726.0,85653.0,85719.0,13.2761141
2025-03-02 09:03:00+00:00,85718.0,85718.0,85678.0,85678.0,0.039575
2025-03-02 09:04:00+00:00,85678.0,85706.0,85678.0,85693.0,0.11825646
2025-03-02 09:05:00+00:00,85675.0,85681.0,85675.0,85675.0,0.07824948
2025-03-02 09:06:00+00:00,85706.0,85745.0,85706.0,85745.0,0.10582178
2025-03-02 09:07:00+00:00,85745.0,85745.0,85745.0,85745.0,0.0
2025-03-02 09:08:00+00:00,85755.0,85782.0,85755.0,85780.0,0.08625648
2025-03-02 09:09:00+00:00,85786.0,85786.0,85769.0,85769.0,0.14643706
2025-03-02 09:10:00+00:00,85763.0,85764.0,85763.0,85764.0,0.0092008
2025-03-02 09:11:00+00:00,85782.0,85811.0,85782.0,85811.0,0.08932646
2025-03-02 09:12:00+00:00,85811.0,85811.0,85811.0,85811.0,0.01053998
2025-03-02 09:13:00+00:00,85810.0,85810.0,85801.0,85801.0,0.04591618
2025-03-02 09:14:00+00:00,85811.0,85846.0,85811.0,85820.0,3.05167153
2025-03-02 09:15:00+00:00,85830.0,85859.0,85830.0,85857.0,0.02912998
2025-03-02 09:16:00+00:00,85859.0,85883.0,85859.0,85883.0,0.23811786
2025-03-02 09:17:00+00:00,85876.0,85876.0,85876.0,85876.0,0.00196644
2025-03-02 09:18:00+00:00,85876.0,85876.0,85876.0,85876.0,0.0
2025-03-02 09:19:00+00:00,85875.0,85875.0,85795.0,85800.0,0.14125854
2025-03-02 09:20:00+00:00,85800.0,85800.0,85800.0,85800.0,0.03031605
2025-03-02 09:21:00+00:00,85802.0,85838.0,85802.0,85838.0,0.04481916
2025-03-02 09:22:00+00:00,85830.0,85830.0,85814.0,85824.0,0.06568734
2025-03-02 09:23:00+00:00,85819.0,85829.0,85818.0,85829.0,0.12486346
2025-03-02 09:24:00+00:00,85820.0,85820.0,85810.0,85810.0,0.10187672
2025-03-02 09:25:00+00:00,85790.0,85807.0,85790.0,85807.0,0.0248497
2025-03-02 09:26:00+00:00,85807.0,85807.0,85807.0,85807.0,0.0
2025-03-02 09:27:00+00:00,85811.0,85819.0,85811.0,85819.0,0.03097724
2025-03-02 09:28:00+00:00,85834.0,85846.0,85834.0,85841.0,0.07627736
2025-03-02 09:29:00+00:00,85835.0,85835.0,85832.0,85832.0,0.05025604
2025-03-02 09:30:00+00:00,85835.0,85866.0,85835.0,85866.0,0.02738597
2025-03-02 09:31:00+00:00,85866.0,85879.0,85843.0,85879.0,0.09703948
2025-03-02 09:32:00+00:00,85907.0,85960.0,85907.0,85960.0,0.00939668
2025-03-02 09:33:00+00:00,85976.0,85984.0,85944.0,85984.0,0.1148777
2025-03-02 09:34:00+00:00,85988.0,86016.0,85988.0,86014.0,0.23969961
2025-03-02 09:35:00+00:00,85990.0,85990.0,85907.0,85907.0,0.03255412
2025-03-02 09:36:00+00:00,85907.0,85907.0,85907.0,85907.0,0.0
2025-03-02 09:37:00+00:00,85880.0,85920.0,85880.0,85920.0,0.11471436
2025-03-02 09:38:00+00:00,85920.0,85947.0,85920.0,85947.0,0.02355319
2025-03-02 09:39:00+00:00,85934.0,85948.0,85934.0,85935.0,0.02552798
2025-03-02 09:40:00+00:00,85935.0,86026.0,85935.0,86026.0,0.03849174
2025-03-02 09:41:00+00:00,86015.0,86015.0,85993.0,85999.0,0.01156836
2025-03-02 09:42:00+00:00,86015.0,86043.0,86002.0,86002.0,0.46174065
2025-03-02 09:43:00+00:00,85979.0,86009.0,85979.0,86009.0,0.01670642
2025-03-02 09:44:00+00:00,86009.0,86052.0,86009.0,86030.0,0.25505215
2025-03-02 09:45:00+00:00,86030.0,86039.0,86030.0,86039.0,0.0146011
2025-03-02 09:46:00+00:00,86034.0,86072.0,85982.0,85982.0,0.09937719
2025-03-02 09:47:00+00:00,85980.0,85980.0,85951.0,85970.0,0.14211546
2025-03-02 09:48:00+00:00,85976.0,85976.0,85960.0,85960.0,0.36507588
2025-03-02 09:49:00+00:00,85950.0,85960.0,85950.0,85960.0,0.00561929
2025-03-02 09:50:00+00:00,85968.0,85968.0,85961.0,85961.0,0.04740111
2025-03-02 09:51:00+00:00,85950.0,85969.0,85950.0,85969.0,0.06423864
2025-03-02 09:52:00+00:00,85990.0,86027.0,85984.0,86027.0,1.37566696
2025-03-02 09:53:00+00:00,86036.0,86036.0,85971.0,85998.0,0.08501577
2025-03-02 09:54:00+00:00,85999.0,85999.0,85957.0,85966.0,0.03707259
2025-03-02 09:55:00+00:00,85972.0,85972.0,85969.0,85969.0,0.03347256
2025-03-02 09:56:00+00:00,85958.0,85958.0,85958.0,85958.0,0.03799526
2025-03-02 09:57:00+00:00,85927.0,85929.0,85897.0,85929.0,0.06795509
2025-03-02 09:58:00+00:00,85942.0,85976.0,85923.0,85923.0,0.12128593
2025-03-02 09:59:00+00:00,85922.0,85922.0,85874.0,85874.0,0.6412207
2025-03-02 10:00:00+00:00,85863.0,85863.0,85863.0,85863.0,0.00409
2025-03-02 10:01:00+00:00,85863.0,85863.0,85837.0,85837.0,0.06442151
2025-03-02 10:02:00+00:00,85837.0,85837.0,85837.0,85837.0,0.0
2025-03-02 10:03:00+00:00,85812.0,85856.0,85812.0,85856.0,0.07217728
2025-03-02 10:04:00+00:00,85858.0,85901.0,85858.0,85901.0,0.00959318
2025-03-02 10:05:00+00:00,85900.0,85900.0,85879.0,85880.0,0.10702297
2025-03-02 10:06:00+00:00,85858.0,85858.0,85809.0,85809.0,0.05615771
2025-03-02 10:07:00+00:00,85825.0,85860.0,85809.0,85843.0,0.07360976
2025-03-02 10:08:00+00:00,85846.0,85851.0,85846.0,85851.0,0.01086106
2025-03-02 10:09:00+00:00,85860.0,85912.0,85860.0,85910.0,0.03448648
2025-03-02 10:10:00+00:00,85896.0,85896.0,85845.0,85845.0,0.088552
2025-03-02 10:11:00+00:00,85823.0,85823.0,85770.0,85781.0,0.11340398
2025-03-02 10:12:00+00:00,85771.0,85771.0,85771.0,85771.0,0.06357
2025-03-02 10:13:00+00:00,85771.0,85777.0,85771.0,85771.0,0.10702464
2025-03-02 10:14:00+00:00,85775.0,85809.0,85775.0,85809.0,0.04786052
2025-03-02 10:15:00+00:00,85810.0,85810.0,85810.0,85810.0,0.00374563
2025-03-02 10:16:00+00:00,85810.0,85864.0,85810.0,85846.0,0.20221987
2025-03-02 10:17:00+00:00,85822.0,85822.0,85802.0,85802.0,0.01629593
2025-03-02 10:18:00+00:00,85802.0,85802.0,85802.0,85802.0,0.02832132
2025-03-02 10:19:00+00:00,85803.0,85822.0,85803.0,85822.0,0.07605796
2025-03-02 10:20:00+00:00,85824.0,85872.0,85824.0,85863.0,1.01520092
2025-03-02 10:21:00+00:00,85849.0,85849.0,85819.0,85819.0,0.08602297
2025-03-02 10:22:00+00:00,85817.0,85817.0,85780.0,85794.0,0.05488322
2025-03-02 10:23:00+00:00,85801.0,85801.0,85773.0,85773.0,0.0878113
2025-03-02 10:24:00+00:00,85773.0,85793.0,85773.0,85793.0,0.03808475
2025-03-02 10:25:00+00:00,85783.0,85783.0,85782.0,85783.0,0.01773772
2025-03-02 10:26:00+00:00,85794.0,85818.0,85783.0,85783.0,0.07573946
2025-03-02 10:27:00+00:00,85787.0,85812.0,85787.0,85812.0,0.02199346
2025-03-02 10:28:00+00:00,85812.0,85812.0,85812.0,85812.0,3.37e-06
2025-03-02 10:29:00+00:00,85811.0,85811.0,85801.0,85801.0,0.04963484
2025-03-02 10:30:00+00:00,85801.0,85827.0,85801.0,85827.0,0.0669807
2025-03-02 10:31:00+00:00,85842.0,85856.0,85828.0,85856.0,0.02682146
2025-03-02 10:32:00+00:00,85858.0,85944.0,85858.0,85882.0,0.16783968
2025-03-02 10:33:00+00:00,85862.0,85884.0,85829.0,85883.0,0.18830001
2025-03-02 10:34:00+00:00,85870.0,85902.0,85870.0,85900.0,0.039408
2025-03-02 10:35:00+00:00,85887.0,85900.0,85887.0,85887.0,0.01811667
2025-03-02 10:36:00+00:00,85881.0,85881.0,85844.0,85861.0,0.09308069
2025-03-02 10:37:00+00:00,85855.0,85855.0,85829.0,85844.0,0.09568284
2025-03-02 10:38:00+00:00,85830.0,85830.0,85829.0,85829.0,0.1155781
2025-03-02 10:39:00+00:00,85830.0,85881.0,85830.0,85881.0,0.04329983
2025-03-02 10:40:00+00:00,85883.0,85883.0,85841.0,85841.0,0.2362802
2025-03-02 10:41:00+00:00,85840.0,85840.0,85808.0,85808.0,0.03947586
2025-03-02 10:42:00+00:00,85801.0,85810.0,85801.0,85810.0,0.02228531
2025-03-02 10:43:00+00:00,85810.0,85822.0,85810.0,85822.0,0.04470189
2025-03-02 10:44:00+00:00,85844.0,85846.0,85830.0,85846.0,0.22173234
2025-03-02 10:45:00+00:00,85841.0,85890.0,85841.0,85877.0,0.05625348
2025-03-02 10:46:00+00:00,85876.0,85876.0,85845.0,85845.0,0.06097243
2025-03-02 10:47:00+00:00,85846.0,85860.0,85846.0,85859.0,0.06603695
2025-03-02 10:48:00+00:00,85851.0,85855.0,85851.0,85855.0,0.02409455
2025-03-02 10:49:00+00:00,85856.0,85900.0,85856.0,85877.0,0.07901174
2025-03-02 10:50:00+00:00,85875.0,85898.0,85874.0,85882.0,0.03515224
2025-03-02 10:51:00+00:00,85883.0,85919.0,85883.0,85919.0,0.01630133
2025-03-02 10:52:00+00:00,85919.0,85929.0,85919.0,85926.0,0.01301077
2025-03-02 10:53:00+00:00,85935.0,85965.0,85912.0,85920.0,0.25572152
2025-03-02 10:54:00+00:00,85912.0,85932.0,85912.0,85912.0,0.58443222
2025-03-02 10:55:00+00:00,85911.0,85920.0,85873.0,85911.0,0.17050307
2025-03-02 10:56:00+00:00,85911.0,85929.0,85911.0,85929.0,0.11000624
2025-03-02 10:57:00+00:00,85947.0,85947.0,85947.0,85947.0,0.00170743
2025-03-02 10:58:00+00:00,85947.0,85953.0,85947.0,85953.0,0.03639049
2025-03-02 10:59:00+00:00,85959.0,85959.0,85951.0,85951.0,0.01223844
2025-03-02 11:00:00+00:00,85960.0,85965.0,85956.0,85960.0,0.17646097
2025-03-02 11:01:00+00:00,85952.0,85952.0,85925.0,85929.0,0.3832178
2025-03-02 11:02:00+00:00,85928.0,85942.0,85928.0,85942.0,0.03707141
2025-03-02 11:03:00+00:00,85966.0,85966.0,85966.0,85966.0,0.00569016
2025-03-02 11:04:00+00:00,85966.0,85966.0,85930.0,85930.0,0.12526462
2025-03-02 11:05:00+00:00,85935.0,85935.0,85935.0,85935.0,0.0241
2025-03-02 11:06:00+00:00,85935.0,85970.0,85935.0,85970.0,0.92864294
2025-03-02 11:07:00+00:00,85971.0,85978.0,85971.0,85978.0,0.0272
2025-03-02 11:08:00+00:00,85971.0,85998.0,85971.0,85983.0,0.40218919
2025-03-02 11:09:00+00:00,85981.0,85981.0,85979.0,85980.0,0.12163384
2025-03-02 11:10:00+00:00,85970.0,85988.0,85970.0,85988.0,0.0444996
2025-03-02 11:11:00+00:00,86008.0,86008.0,86008.0,86008.0,0.0532
2025-03-02 11:12:00+00:00,86008.0,86008.0,86008.0,86008.0,0.0238
2025-03-02 11:13:00+00:00,86008.0,86008.0,86008.0,86008.0,0.01544094
2025-03-02 11:14:00+00:00,86034.0,86044.0,86025.0,86027.0,0.36416797
2025-03-02 11:15:00+00:00,86002.0,86002.0,85948.0,85948.0,0.05165159
2025-03-02 11:16:00+00:00,85949.0,85959.0,85949.0,85958.0,0.02248833
2025-03-02 11:17:00+00:00,85992.0,85992.0,85975.0,85975.0,0.06071755
2025-03-02 11:18:00+00:00,85955.0,85980.0,85955.0,85980.0,0.0410903
2025-03-02 11:19:00+00:00,85980.0,86048.0,85980.0,86018.0,0.10541051
2025-03-02 11:20:00+00:00,85976.0,85976.0,85976.0,85976.0,0.01327114
2025-03-02 11:21:00+00:00,85948.0,85964.0,85948.0,85964.0,0.01183067
2025-03-02 11:22:00+00:00,85983.0,85983.0,85980.0,85980.0,0.02463783
2025-03-02 11:23:00+00:00,85979.0,85979.0,85979.0,85979.0,0.08132558
2025-03-02 11:24:00+00:00,85978.0,86090.0,85966.0,86011.0,9.5092421
2025-03-02 11:25:00+00:00,86003.0,86003.0,85998.0,86002.0,0.07908501
2025-03-02 11:26:00+00:00,85998.0,85998.0,85946.0,85956.0,1.3364216
2025-03-02 11:27:00+00:00,85953.0,86001.0,85953.0,85997.0,0.23129195
2025-03-02 11:28:00+00:00,85997.0,85998.0,85997.0,85998.0,0.01626144
2025-03-02 11:29:00+00:00,85998.0,86086.0,85998.0,86086.0,2.21395051
2025-03-02 11:30:00+00:00,86075.0,86149.0,86041.0,86137.0,0.17909926
2025-03-02 11:31:00+00:00,86127.0,86163.0,86114.0,86114.0,0.1068515
2025-03-02 11:32:00+00:00,86103.0,86104.0,86083.0,86104.0,0.09994039
2025-03-02 11:33:00+00:00,86126.0,86142.0,86126.0,86142.0,0.02302285
2025-03-02 11:34:00+00:00,86151.0,86172.0,86141.0,86172.0,0.30353367
2025-03-02 11:35:00+00:00,86174.0,86174.0,86152.0,86153.0,0.03853618
2025-03-02 11:36:00+00:00,86153.0,86153.0,86079.0,86102.0,0.84511114
2025-03-02 11:37:00+00:00,86113.0,86113.0,86092.0,86113.0,0.79239345
2025-03-02 11:38:00+00:00,86113.0,86113.0,86108.0,86109.0,0.76447499
2025-03-02 11:39:00+00:00,86109.0,86109.0,86093.0,86096.0,0.24113824
2025-03-02 11:40:00+00:00,86100.0,86151.0,86100.0,86144.0,0.34479967
2025-03-02 11:41:00+00:00,86133.0,86133.0,86119.0,86119.0,0.02620009
2025-03-02 11:42:00+00:00,86119.0,86136.0,86119.0,86136.0,0.03635019
2025-03-02 11:43:00+00:00,86136.0,86136.0,86136.0,86136.0,0.0
2025-03-02 11:44:00+00:00,86119.0,86119.0,86119.0,86119.0,0.0023572
2025-03-02 11:45:00+00:00,86119.0,86140.0,86119.0,86140.0,0.04811352
2025-03-02 11:46:00+00:00,86120.0,86120.0,86095.0,86095.0,0.09876196
2025-03-02 11:47:00+00:00,86085.0,86085.0,86041.0,86041.0,0.04453171
2025-03-02 11:48:00+00:00,86023.0,86046.0,86023.0,86046.0,0.07310955
2025-03-02 11:49:00+00:00,86046.0,86056.0,86042.0,86042.0,0.11490238
2025-03-02 11:50:00+00:00,86057.0,86089.0,86056.0,86089.0,0.0583821
2025-03-02 11:51:00+00:00,86088.0,86088.0,86084.0,86084.0,0.15327089
2025-03-02 11:52:00+00:00,86083.0,86083.0,86075.0,86083.0,0.06184731
2025-03-02 11:53:00+00:00,86060.0,86060.0,86056.0,86056.0,0.09973627
2025-03-02 11:54:00+00:00,86043.0,86052.0,86043.0,86052.0,0.14714706
2025-03-02 11:55:00+00:00,86056.0,86056.0,86043.0,86044.0,0.11097592
2025-03-02 11:56:00+00:00,86044.0,86053.0,86044.0,86053.0,0.10391619
2025-03-02 11:57:00+00:00,86057.0,86089.0,86057.0,86089.0,0.09199869
2025-03-02 11:58:00+00:00,86089.0,86089.0,86089.0,86089.0,0.0
2025-03-02 11:59:00+00:00,86089.0,86108.0,86078.0,86079.0,0.08242523
2025-03-02 12:00:00+00:00,86078.0,86078.0,86062.0,86062.0,0.11999183
2025-03-02 12:01:00+00:00,86062.0,86062.0,86062.0,86062.0,0.03240676
2025-03-02 12:02:00+00:00,86031.0,86031.0,85986.0,85986.0,0.0583097
2025-03-02 12:03:00+00:00,85987.0,85987.0,85956.0,85956.0,0.07304373
2025-03-02 12:04:00+00:00,85955.0,85955.0,85950.0,85950.0,0.03269143
2025-03-02 12:05:00+00:00,85936.0,85960.0,85909.0,85939.0,0.66805515
2025-03-02 12:06:00+00:00,85938.0,85938.0,85923.0,85923.0,0.03666322
2025-03-02 12:07:00+00:00,85923.0,85957.0,85923.0,85938.0,0.33180787
2025-03-02 12:08:00+00:00,85925.0,85932.0,85925.0,85932.0,0.08824387
2025-03-02 12:09:00+00:00,85931.0,85931.0,85924.0,85931.0,0.05888457
2025-03-02 12:10:00+00:00,85905.0,85934.0,85905.0,85926.0,0.12623343
2025-03-02 12:11:00+00:00,85927.0,85927.0,85849.0,85849.0,15.29598742
2025-03-02 12:12:00+00:00,85839.0,85839.0,85809.0,85809.0,1.57291325
2025-03-02 12:13:00+00:00,85808.0,85808.0,85801.0,85808.0,0.58209668
2025-03-02 12:14:00+00:00,85809.0,85809.0,85794.0,85794.0,0.62866911
2025-03-02 12:15:00+00:00,85788.0,85788.0,85755.0,85755.0,2.13130162
2025-03-02 12:16:00+00:00,85750.0,85750.0,85749.0,85749.0,0.07854604
2025-03-02 12:17:00+00:00,85746.0,85746.0,85732.0,85732.0,1.04906487
2025-03-02 12:18:00+00:00,85728.0,85789.0,85728.0,85789.0,0.30427552
2025-03-02 12:19:00+00:00,85803.0,85803.0,85772.0,85772.0,0.06252104
2025-03-02 12:20:00+00:00,85760.0,85809.0,85760.0,85809.0,0.24106642
2025-03-02 12:21:00+00:00,85809.0,85840.0,85809.0,85840.0,0.08923892
2025-03-02 12:22:00+00:00,85840.0,85840.0,85840.0,85840.0,0.00058247
2025-03-02 12:23:00+00:00,85839.0,85839.0,85795.0,85795.0,0.18394122
2025-03-02 12:24:00+00:00,85796.0,85812.0,85796.0,85812.0,0.03524871
2025-03-02 12:25:00+00:00,85830.0,85852.0,85830.0,85843.0,0.35225575
2025-03-02 12:26:00+00:00,85850.0,85850.0,85850.0,85850.0,0.01583331
2025-03-02 12:27:00+00:00,85856.0,85863.0,85856.0,85863.0,0.00342216
2025-03-02 12:28:00+00:00,85882.0,85882.0,85854.0,85854.0,0.0823697
2025-03-02 12:29:00+00:00,85846.0,85846.0,85784.0,85789.0,0.05986131
2025-03-02 12:30:00+00:00,85789.0,85793.0,85789.0,85793.0,0.02380835
2025-03-02 12:31:00+00:00,85799.0,85844.0,85799.0,85830.0,0.07403577
2025-03-02 12:32:00+00:00,85818.0,85818.0,85818.0,85818.0,0.00723
2025-03-02 12:33:00+00:00,85819.0,85819.0,85819.0,85819.0,0.04246043
2025-03-02 12:34:00+00:00,85842.0,85843.0,85829.0,85829.0,0.00304447
2025-03-02 12:35:00+00:00,85829.0,85851.0,85829.0,85850.0,0.14762431
2025-03-02 12:36:00+00:00,85850.0,85850.0,85807.0,85807.0,2.05569184
2025-03-02 12:37:00+00:00,85789.0,85789.0,85789.0,85789.0,0.08420497
2025-03-02 12:38:00+00:00,85800.0,85807.0,85800.0,85803.0,0.01857447
2025-03-02 12:39:00+00:00,85804.0,85804.0,85804.0,85804.0,0.007211
2025-03-02 12:40:00+00:00,85803.0,85804.0,85803.0,85804.0,0.0603206
2025-03-02 12:41:00+00:00,85804.0,85820.0,85804.0,85820.0,0.14820762
2025-03-02 12:42:00+00:00,85819.0,85819.0,85803.0,85804.0,0.03437365
2025-03-02 12:43:00+00:00,85804.0,85804.0,85800.0,85800.0,0.04193581
2025-03-02 12:44:00+00:00,85799.0,85809.0,85799.0,85809.0,0.08187399
2025-03-02 12:45:00+00:00,85808.0,85808.0,85797.0,85798.0,0.05472952
